Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
776;21100898633;"Journal of Contemporary Eastern Asia";journal;"23839449";0,186;Q3;2;7;19;386;10;18;0,56;55,14;South Korea;Asiatic Region;"World Association for Triple helix and Future strategy studies";"2018-2019";"Communication (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Sociology and Political Science (Q3); Computer Networks and Communications (Q4)"
777;18128;"Sociologisk Forskning";journal;"00380342";0,186;Q3;7;21;94;760;26;80;0,39;36,19;Sweden;Western Europe;"Swedish Sociological Association";"1996-2019";"Sociology and Political Science (Q3)"
778;18299;"American Journal of Economics and Sociology";journal;"00029246, 15367150";0,185;Q3;37;42;108;2207;47;92;0,34;52,55;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1941-1966, 1968-1976, 1978-2020";"Sociology and Political Science (Q3); Economics and Econometrics (Q4)"
779;17400154833;"Journal of Transportation Security";journal;"19387741, 1938775X";0,185;Q3;12;8;35;262;38;33;1,10;32,75;United States;Northern America;"Springer New York";"2009-2019";"Law (Q3); Political Science and International Relations (Q3); Safety Research (Q3); Sociology and Political Science (Q3); Management Science and Operations Research (Q4); Transportation (Q4)"
780;5600155076;"Revista de Estudios Sociales";journal;"19005180, 0123885X";0,185;Q3;9;34;136;1802;42;112;0,30;53,00;Colombia;Latin America;"Universidad de los Andes";"2009-2020";"Cultural Studies (Q2); History (Q2); Arts and Humanities (miscellaneous) (Q3); Gender Studies (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)"
781;13478;"Journal of Muslim Minority Affairs";journal;"14699591, 13602004";0,184;Q3;13;39;110;698;53;106;0,43;17,90;United Kingdom;Western Europe;"Routledge";"1996, 2010-2020";"Cultural Studies (Q2); Anthropology (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
782;21100929312;"Criminology, Criminal Justice, Law and Society";journal;"2332886X";0,183;Q3;23;14;53;728;29;45;0,60;52,00;United States;Northern America;"Western Society of Criminology";"2014-2019";"Sociology and Political Science (Q3)"
783;19400156803;"Journal of Human Security";journal;"18353800";0,183;Q3;6;7;12;503;4;10;0,50;71,86;Switzerland;Western Europe;"Librello publishing house";"2009-2011, 2013-2017, 2019";"Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3); Safety Research (Q4)"
784;5800175373;"Juncture";journal;"1744540X, 20505876";0,183;Q3;6;0;59;0;38;54;1,90;0,00;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2013-2017";"Economics, Econometrics and Finance (miscellaneous) (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
785;21100788951;"Asia Pacific Journal of Sport and Social Science";journal;"21640602";0,182;Q3;6;0;36;0;17;35;0,61;0,00;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2012-2013, 2015-2017";"Cultural Studies (Q2); Anthropology (Q3); Sociology and Political Science (Q3); Social Psychology (Q4)"
786;5600155292;"Contemporary Perspectives in Family Research";book series;"15303535";0,182;Q3;8;19;59;1074;24;26;1,36;56,53;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2003, 2014-2019";"Sociology and Political Science (Q3); Developmental and Educational Psychology (Q4); Social Psychology (Q4)"
787;25988;"Social Research";journal;"0037783X";0,182;Q3;42;20;185;421;72;160;0,22;21,05;United States;Northern America;"New School University";"1946-1947, 1972-1974, 1976, 1979-1980, 1982-1986, 1988, 1995-2019";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)"
788;5700153385;"Journal of Human Values";journal;"09730737, 09716858";0,181;Q3;11;20;65;596;52;57;0,76;29,80;United States;Northern America;"Sage Publications India Pvt. Ltd";"1995-2020";"Cultural Studies (Q2); Philosophy (Q2); Sociology and Political Science (Q3); Organizational Behavior and Human Resource Management (Q4); Social Psychology (Q4)"
789;21100894554;"Multidisciplinary Journal of Educational Research";journal;"20142862";0,181;Q3;1;12;24;617;3;24;0,13;51,42;Spain;Western Europe;"Hipatia Press";"2018-2020";"Sociology and Political Science (Q3); Developmental and Educational Psychology (Q4); Education (Q4)"
790;22888;"Political Science";journal;"00323187, 20410611";0,181;Q3;15;10;44;381;25;41;0,50;38,10;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1948-1949, 1951-1956, 1960, 1962-1965, 1967-1974, 1976-2020";"Sociology and Political Science (Q3)"
791;19700181417;"Acta Borealia";journal;"1503111X, 08003831";0,180;Q3;14;8;28;648;17;26;0,53;81,00;United Kingdom;Western Europe;"Routledge";"1984-1994, 1996-2019";"Cultural Studies (Q2); History (Q2); Anthropology (Q3); Sociology and Political Science (Q3)"
792;21100871688;"Contemporary Chinese Political Economy and Strategic Relations";journal;"24109681";0,180;Q3;5;34;109;1173;28;106;0,14;34,50;Taiwan;Asiatic Region;"Institue of China and Asia-Pacific Studies, National Sun Yat-sen University";"2015-2019";"Political Science and International Relations (Q3); Sociology and Political Science (Q3); Economics and Econometrics (Q4)"
793;13818;"Cornell journal of law and public policy";journal;"10690565";0,180;Q3;9;0;62;0;22;60;0,33;0,00;United States;Northern America;"Joe Christensen, Inc.";"1993, 1997-2002, 2004-2007, 2009, 2011-2018";"Law (Q3); Sociology and Political Science (Q3)"
794;21100815472;"Region: Regional Studies of Russia, Eastern Europe, and Central Asia";journal;"21650659, 21664307";0,180;Q3;5;10;37;0;9;33;0,17;0,00;United States;Northern America;"Slavica Publishers";"2012-2019";"History (Q2); Sociology and Political Science (Q3); Economics and Econometrics (Q4)"
795;19700187803;"South Asian History and Culture";journal;"19472501, 19472498";0,180;Q3;9;28;94;1120;22;87;0,18;40,00;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2020";"Cultural Studies (Q2); Arts and Humanities (miscellaneous) (Q3); Sociology and Political Science (Q3)"
796;4700152636;"Mind and Society";journal;"15937879";0,179;Q3;17;14;33;639;20;32;0,40;45,64;Germany;Western Europe;"Springer Verlag";"2006-2020";"Cultural Studies (Q2); History (Q2); Philosophy (Q2); Economics, Econometrics and Finance (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Experimental and Cognitive Psychology (Q4); Social Psychology (Q4)"
797;11700154508;"Ethics in Science and Environmental Politics";journal;"16118014";0,178;Q3;17;1;21;38;10;19;0,54;38,00;Germany;Western Europe;"Inter-Research";"2001-2019";"Philosophy (Q2); Sociology and Political Science (Q3); Ecology (Q4); Education (Q4); Management, Monitoring, Policy and Law (Q4)"
798;20600195513;"Etnografia e Ricerca Qualitativa";journal;"19733194";0,178;Q3;5;4;75;232;22;68;0,44;58,00;Italy;Western Europe;"Il Mulino publishing house";"2012-2019";"Cultural Studies (Q2); Anthropology (Q3); Sociology and Political Science (Q3)"
799;21100202947;"History of Economic Ideas";journal;"11228792, 17242169";0,178;Q3;6;9;71;223;19;69;0,29;24,78;Italy;Western Europe;"Fabrizio Serra Editore";"2011-2019";"History (Q2); Sociology and Political Science (Q3); Economics and Econometrics (Q4)"
800;21100910567;"Holocaust Studies";journal;"17504902, 20484887";0,178;Q3;6;55;74;2373;15;70;0,21;43,15;United States;Northern America;"Routledge";"2005-2020";"Cultural Studies (Q2); History (Q2); Communication (Q3); Sociology and Political Science (Q3)"
801;4100151521;"Studies in Law Politics and Society";book series;"10594337";0,178;Q3;9;22;57;1327;23;40;0,35;60,32;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2003-2008, 2013-2019";"Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
802;26307;"Journal of the Early Republic";journal;"02751275";0,177;Q3;16;25;83;2276;30;75;0,30;91,04;United States;Northern America;"University of Pennsylvania Press";"1983, 1987, 2002-2019";"Cultural Studies (Q2); History (Q2); Sociology and Political Science (Q3)"
803;14543;"Smith College Studies in Social Work";journal;"15530426, 00377317";0,177;Q3;21;17;89;886;35;69;0,49;52,12;United States;Northern America;"Routledge";"1930-2020";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Social Work (Q4)"
804;19400157109;"China Nonprofit Review";journal;"18765149, 18765092";0,176;Q3;4;16;48;554;6;44;0,13;34,63;Netherlands;Western Europe;"Brill Academic Publishers";"2009-2019";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Economics and Econometrics (Q4)"
805;5700153771;"Family Matters";journal;"10302646";0,176;Q3;16;0;37;0;14;33;0,47;0,00;Australia;Pacific Region;"Australian Institute of Family Studies";"1988-1990, 1998, 2008-2018";"Sociology and Political Science (Q3); Social Psychology (Q4)"
806;17100154725;"Journal of Persianate Studies";journal;"18747094, 18747167";0,176;Q3;8;6;34;189;9;34;0,17;31,50;Netherlands;Western Europe;"Brill Academic Publishers";"2008-2020";"Cultural Studies (Q2); History (Q2); Sociology and Political Science (Q3)"
807;15690;"Journal of Sociology and Social Welfare";journal;"01915096";0,176;Q3;24;28;98;1293;53;95;0,39;46,18;United States;Northern America;"Western Michigan University";"1977, 1995, 2005-2020";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)"
808;19500157802;"Asian Social Work and Policy Review";journal;"17531403, 17531411";0,175;Q3;11;29;68;1464;41;68;0,51;50,48;Australia;Pacific Region;"Wiley-Blackwell Publishing Ltd";"2008-2020";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Social Work (Q4)"
809;24180;"History of European Ideas";journal;"01916599, 1873541X";0,175;Q3;16;78;215;3147;46;187;0,19;40,35;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1980-2020";"History (Q2); Philosophy (Q2); Sociology and Political Science (Q3)"
810;19700174722;"Housing, Care and Support";journal;"14608790";0,175;Q3;9;18;39;757;17;38;0,50;42,06;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1999-2020";"Geography, Planning and Development (Q3); Sociology and Political Science (Q3)"
811;21100843365;"Indonesian Journal of Islam and Muslim Societies";journal;"2406825X, 20891490";0,174;Q3;3;3;34;116;14;34;0,42;38,67;Indonesia;Asiatic Region;"State Institute of Islamic Studies (IAIN) Salatiga";"2011-2019";"Religious Studies (Q1); Sociology and Political Science (Q3)"
812;9500154011;"Journal of African American Studies";journal;"15591646";0,174;Q3;15;28;92;1250;29;84;0,21;44,64;United States;Northern America;"Springer New York";"1996, 2009-2020";"Cultural Studies (Q2); Gender Studies (Q3); Sociology and Political Science (Q3)"
813;21100834985;"Journal of Nationalism Memory and Language Politics";journal;"25705857";0,174;Q3;2;15;24;536;13;21;0,65;35,73;Poland;Eastern Europe;"De Gruyter Open Ltd.";"2017-2019";"Cultural Studies (Q2); History (Q2); Linguistics and Language (Q2); Sociology and Political Science (Q3)"
814;18929;"African Studies";journal;"00020184, 14692872";0,173;Q3;24;35;96;1761;44;90;0,58;50,31;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1942-2020";"Cultural Studies (Q2); History (Q2); Anthropology (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
815;21100301442;"International Journal of Electronic Governance";journal;"17427517, 17427509";0,173;Q3;15;22;64;884;23;55;0,47;40,18;Switzerland;Western Europe;"Inderscience Publishers";"2007-2019";"Sociology and Political Science (Q3); Computer Science Applications (Q4); Public Administration (Q4)"
816;25885;"Issues and Studies";journal;"10132511";0,173;Q3;16;18;51;967;20;49;0,22;53,72;Taiwan;Asiatic Region;"World Scientific Publishing Co. Pte Ltd";"1972-1975, 1978, 1980, 1985, 1995-2020";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
817;21100316466;"Ab Imperio";journal;"21649731, 21664072";0,172;Q3;9;24;110;888;23;100;0,23;37,00;United States;Northern America;"";"2013-2019";"History (Q2); Sociology and Political Science (Q3)"
818;21100889430;"China Quarterly of International Strategic Studies";journal;"23777419";0,172;Q3;4;16;96;310;24;93;0,27;19,38;Singapore;Asiatic Region;"World Scientific Publishing Co. Pte Ltd";"2015-2020";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
819;21100364911;"Creativity Studies";journal;"23450487, 23450479";0,172;Q3;9;25;59;1026;28;55;0,51;41,04;Lithuania;Eastern Europe;"Vilnius Gediminas Technical University";"2014-2020";"Cultural Studies (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
820;7700153101;"International Organizations Law Review";journal;"15723739, 15723747";0,172;Q3;17;18;43;589;14;43;0,46;32,72;Netherlands;Western Europe;"Martinus Nijhoff Publishers";"2004-2019";"Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3); Economics and Econometrics (Q4)"
821;21100786380;"Perspectives on Federalism";journal;"20365438";0,172;Q3;2;0;86;0;12;86;0,17;0,00;Germany;Western Europe;"Walter de Gruyter";"2016-2018";"Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
822;21100453516;"Psychology, Society and Education";journal;"1989709X, 21712085";0,172;Q3;7;27;82;1053;44;82;0,48;39,00;Spain;Western Europe;"Universidad de Almeria";"2015-2020";"Sociology and Political Science (Q3); Clinical Psychology (Q4); Education (Q4); Social Psychology (Q4)"
823;5700153725;"Representations";journal;"07346018, 1533855X";0,172;Q3;31;18;86;1164;27;85;0,29;64,67;United States;Northern America;"University of California Press";"1983-2019";"Cultural Studies (Q2); Arts and Humanities (miscellaneous) (Q3); Gender Studies (Q3); Sociology and Political Science (Q3)"
824;24328;"Revista de Indias";journal;"00348341, 19883188";0,172;Q3;12;24;75;1127;15;75;0,18;46,96;Spain;Western Europe;"CSIC Consejo Superior de Investigaciones Cientificas";"1980, 1983, 1985-1987, 1996-2019";"Cultural Studies (Q2); History (Q2); Sociology and Political Science (Q3)"
825;21100218321;"Ayer";journal;"11342277";0,170;Q3;8;27;103;315;20;100;0,20;11,67;Spain;Western Europe;"Marcial Pons";"2012-2014, 2017-2019";"Cultural Studies (Q2); History (Q2); Sociology and Political Science (Q3)"
826;17032;"Berliner Journal fur Soziologie";journal;"18622593, 08631808";0,170;Q3;15;7;73;316;30;63;0,23;45,14;Germany;Western Europe;"Walter de Gruyter GmbH";"1992-1993, 1996-1999, 2001-2020";"Sociology and Political Science (Q3)"
827;26143;"Middle Eastern Studies";journal;"17437881, 00263206";0,170;Q3;30;66;163;1891;51;155;0,33;28,65;United Kingdom;Western Europe;"Routledge";"1964-2020";"Cultural Studies (Q2); History (Q2); Geography, Planning and Development (Q3); Sociology and Political Science (Q3)"
828;15024;"Africa Today";journal;"15271978, 00019887";0,169;Q3;29;31;76;1577;30;53;0,32;50,87;United States;Northern America;"Indiana University Press";"1981, 1984, 1993, 1996-2019";"Geography, Planning and Development (Q3); Sociology and Political Science (Q3)"
829;5600152937;"French Politics, Culture &amp; Society";journal;"15376370, 15585271";0,168;Q3;4;20;70;941;14;67;0,11;47,05;United States;Northern America;"Berghahn Books Inc.";"2015-2019";"Cultural Studies (Q2); History (Q2); Anthropology (Q3); Sociology and Political Science (Q3)"
830;21100834354;"International Journal of Human Rights in Healthcare";journal;"20564902, 20564910";0,168;Q3;9;43;92;2071;62;82;0,72;48,16;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2015-2020";"Sociology and Political Science (Q3); Health Policy (Q4); Health (social science) (Q4); Public Administration (Q4); Social Psychology (Q4)"
831;20500195092;"International Journal of Sustainable Society";journal;"17562546, 17562538";0,168;Q3;13;20;57;919;26;54;0,50;45,95;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2008-2020";"Environmental Science (miscellaneous) (Q3); Geography, Planning and Development (Q3); Sociology and Political Science (Q3); Management, Monitoring, Policy and Law (Q4)"
832;21100887531;"Administrative Theory and Praxis";journal;"19490461, 10841806";0,167;Q3;2;46;30;2770;11;26;0,42;60,22;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2018-2020";"Business and International Management (Q3); Sociology and Political Science (Q3); Public Administration (Q4); Strategy and Management (Q4)"
833;21100899913;"Espacio, Tiempo y Educacion";journal;"23407263";0,167;Q3;1;30;29;1187;3;27;0,11;39,57;Spain;Western Europe;"FahrenHouse";"2018-2019";"History (Q2); Philosophy (Q2); Sociology and Political Science (Q3); Education (Q4)"
